ParentID,DataID,Name,Path,Level,CountOfItems,SizeOfAllVersions
262744,17154398,Immigration Adviser Licensing,"Enterprise:Licensing, Permits and Registration:Immigration Adviser Licensing",3,296,97017707
262744,603096,Intellectual Property,"Enterprise:Licensing, Permits and Registration:Intellectual Property",3,1882,3114037091
262744,17136943,Motor Vehicle Trader Register (Restricted),"Enterprise:Licensing, Permits and Registration:Motor Vehicle Trader Register (Restricted)",3,1326,2891312881
262744,69195100,NZ Space Agency Regulator (Restricted),"Enterprise:Licensing, Permits and Registration:NZ Space Agency Regulator (Restricted)",3,196,42855008
262744,603102,Petroleum and Minerals,"Enterprise:Licensing, Permits and Registration:Petroleum and Minerals",3,9053,16838721941
262744,65930451,Pool Inspectors,"Enterprise:Licensing, Permits and Registration:Pool Inspectors",3,10,13604133
262744,603103,Radio Spectrum,"Enterprise:Licensing, Permits and Registration:Radio Spectrum",3,417,288922438
262744,603106,Telecommunications and Postal Services,"Enterprise:Licensing, Permits and Registration:Telecommunications and Postal Services",3,72,14871020
599265,81190359,Additional Folder,Enterprise:Grants and Funds Management:Additional Folder,3,0,0
599265,1811154,Managing Individual Funds,Enterprise:Grants and Funds Management:Managing Individual Funds,3,8111,5168845835
599265,7820969,Managing Investment Strategy,Enterprise:Grants and Funds Management:Managing Investment Strategy,3,45,1747974
599265,1811549,Managing Ministry Projects,Enterprise:Grants and Funds Management:Managing Ministry Projects,3,21,2610647
599265,7821540,Managing Stakeholder Engagement,Enterprise:Grants and Funds Management:Managing Stakeholder Engagement,3,73,17250752
599265,14509649,Refugee Settlement,Enterprise:Grants and Funds Management:Refugee Settlement,3,201,0
599265,15834145,Science Board,Enterprise:Grants and Funds Management:Science Board,3,307,232550398
599265,18800198,Science Investments Processes,Enterprise:Grants and Funds Management:Science Investments Processes,3,1916,6397028388
262742,76988854,Branch - Provincial Development Unit,Enterprise:Governance and Strategy:Branch - Provincial Development Unit,3,2371,429664801
262742,255508,Branch and Team Management (pre MBIE),Enterprise:Governance and Strategy:Branch and Team Management (pre MBIE),3,4499,3375898779
262742,3655058,"Business Group - Building, Resources and Markets","Enterprise:Governance and Strategy:Business Group - Building, Resources and Markets",3,9578,17344868644
262742,3356744,"Business Group - Corporate, Governance and Information","Enterprise:Governance and Strategy:Business Group - Corporate, Governance and Information",3,12750,18248370512
262742,27163092,Business Group - Finance and Performance,Enterprise:Governance and Strategy:Business Group - Finance and Performance,3,3927,18390154879
262742,14438064,Business Group - Immigration New Zealand (INZ),Enterprise:Governance and Strategy:Business Group - Immigration New Zealand (INZ),3,35282,36283325312
262742,3668882,Business Group - Labour and Commercial Environment,Enterprise:Governance and Strategy:Business Group - Labour and Commercial Environment,3,4009,6979373019
262742,3517786,Business Group - Labour Science and Enterprise,Enterprise:Governance and Strategy:Business Group - Labour Science and Enterprise,3,5557,9558553849
262742,3546236,Business Group - Market Services,Enterprise:Governance and Strategy:Business Group - Market Services,3,38299,79534406408
262742,9303315,Business Group - Office of the Chief Executive (OCE),Enterprise:Governance and Strategy:Business Group - Office of the Chief Executive (OCE),3,1945,2037626970
262742,3425881,Business Group - Strategy and Governance,Enterprise:Governance and Strategy:Business Group - Strategy and Governance,3,1812,1202070357
262742,5761395,"Managing Client Advice, Services and Education","Enterprise:Governance and Strategy:Managing Client Advice, Services and Education",3,2018,1862540082
262742,599234,Managing Communications,Enterprise:Governance and Strategy:Managing Communications,3,3920,5257039773
262742,261529,Managing Finance,Enterprise:Governance and Strategy:Managing Finance,3,1267,1215682573
262742,19772363,"Managing Health, Safety and Wellbeing","Enterprise:Governance and Strategy:Managing Health, Safety and Wellbeing",3,3347,1390470322
262742,15250342,Managing Immigration Resolutions,Enterprise:Governance and Strategy:Managing Immigration Resolutions,3,76053,50065222938
262742,261530,Managing Information and Data,Enterprise:Governance and Strategy:Managing Information and Data,3,198565,7365698525
262742,599246,Managing Legal Services,Enterprise:Governance and Strategy:Managing Legal Services,3,8155,2040748642
262742,255514,Managing Ministerial Servicing,Enterprise:Governance and Strategy:Managing Ministerial Servicing,3,463614,636785116969
262742,261531,Managing People,Enterprise:Governance and Strategy:Managing People,3,32264,16301757777
262742,26085693,Managing Privacy,Enterprise:Governance and Strategy:Managing Privacy,3,2061,5803098028
262742,255513,Managing Procurement,Enterprise:Governance and Strategy:Managing Procurement,3,3226,1292389862
262742,255515,Managing Property,Enterprise:Governance and Strategy:Managing Property,3,7050,8283712969
262742,10985212,"Managing Research, Evaluation and Analysis","Enterprise:Governance and Strategy:Managing Research, Evaluation and Analysis",3,1840,2680209755
262742,261532,Managing Risk and Assurance,Enterprise:Governance and Strategy:Managing Risk and Assurance,3,4222,7468451386
262742,7323725,Managing Security,Enterprise:Governance and Strategy:Managing Security,3,8285,8165260729
262742,255516,Managing Technology,Enterprise:Governance and Strategy:Managing Technology,3,25259,48547397835
262742,4246721,Managing the Capital Portfolio,Enterprise:Governance and Strategy:Managing the Capital Portfolio,3,3303,6024030613
262742,70641411,Managing the Enterprise Investment Portfolio,Enterprise:Governance and Strategy:Managing the Enterprise Investment Portfolio,3,8621,11743006353
262742,15402051,Managing Visa Services,Enterprise:Governance and Strategy:Managing Visa Services,3,5386,2451995213
262742,599262,Managing Web and Intranet,Enterprise:Governance and Strategy:Managing Web and Intranet,3,2297,3493267264
262742,255517,Monitoring and Reporting,Enterprise:Governance and Strategy:Monitoring and Reporting,3,6385,19142908271
262742,80337506,oiioioioo,Enterprise:Governance and Strategy:oiioioioo,3,0,0
262742,2235318,Stakeholder Engagement,Enterprise:Governance and Strategy:Stakeholder Engagement,3,653,2039457120
262742,1412463,Strategic Management,Enterprise:Governance and Strategy:Strategic Management,3,5430,3224431577
262742,255518,Strategy and Planning,Enterprise:Governance and Strategy:Strategy and Planning,3,2717,2074342392
262742,81079639,test,Enterprise:Governance and Strategy:test,3,0,0
262742,81104555,Test2,Enterprise:Governance and Strategy:Test2,3,0,0
262741,5441251,Accident Compensation,Enterprise:Enforcement and Monitoring of Legislation:Accident Compensation,3,35,4396968
262741,2221390,Auditors,Enterprise:Enforcement and Monitoring of Legislation:Auditors,3,4,161359
262741,26386814,Building,Enterprise:Enforcement and Monitoring of Legislation:Building,3,2923,2630485888
262741,1800290,Building Societies,Enterprise:Enforcement and Monitoring of Legislation:Building Societies,3,4,105028
262741,1795970,Charitable Trusts,Enterprise:Enforcement and Monitoring of Legislation:Charitable Trusts,3,45,8346232
262741,602759,Commerce,Enterprise:Enforcement and Monitoring of Legislation:Commerce,3,9,382976
262741,24588853,Companies Office Enforcement,Enterprise:Enforcement and Monitoring of Legislation:Companies Office Enforcement,3,5,2415045
262741,602760,Company Reporting,Enterprise:Enforcement and Monitoring of Legislation:Company Reporting,3,1155,656400671
262741,21528773,Construction and Housing Markets,Enterprise:Enforcement and Monitoring of Legislation:Construction and Housing Markets,3,6,17834857
262741,2221421,Contributory Mortgage Brokers,Enterprise:Enforcement and Monitoring of Legislation:Contributory Mortgage Brokers,3,2,0
262741,5437974,Criminal Proceeds,Enterprise:Enforcement and Monitoring of Legislation:Criminal Proceeds,3,13,3824739
262741,255505,Electricity,Enterprise:Enforcement and Monitoring of Legislation:Electricity,3,97,30623274
262741,11828568,Employment,Enterprise:Enforcement and Monitoring of Legislation:Employment,3,2245,1800887573
262741,255499,Energy Safety,Enterprise:Enforcement and Monitoring of Legislation:Energy Safety,3,1194,1897834202
262741,1797264,Financial Reporting,Enterprise:Enforcement and Monitoring of Legislation:Financial Reporting,3,158,55102414
262741,1800291,Financial Service Providers,Enterprise:Enforcement and Monitoring of Legislation:Financial Service Providers,3,35,3783920
262741,2222348,Friendly Societies and Credit Unions,Enterprise:Enforcement and Monitoring of Legislation:Friendly Societies and Credit Unions,3,33,13663474
262741,602761,Fuel Quality Monitoring,Enterprise:Enforcement and Monitoring of Legislation:Fuel Quality Monitoring,3,338,206112767
262741,10737745,Immigration,Enterprise:Enforcement and Monitoring of Legislation:Immigration,3,41943,24476954112
262741,17150929,Immigration Advisers - Restricted,Enterprise:Enforcement and Monitoring of Legislation:Immigration Advisers - Restricted,3,166,89944391
262741,1798585,Incorporated Societies,Enterprise:Enforcement and Monitoring of Legislation:Incorporated Societies,3,51,4261412
262741,2585384,Industrial and Provident Societies,Enterprise:Enforcement and Monitoring of Legislation:Industrial and Provident Societies,3,6,136615
262741,602762,Insolvency,Enterprise:Enforcement and Monitoring of Legislation:Insolvency,3,2501,1029642315
262741,2222363,Intellectual Property,Enterprise:Enforcement and Monitoring of Legislation:Intellectual Property,3,65,30953513
262741,12687274,Labour Inspection,Enterprise:Enforcement and Monitoring of Legislation:Labour Inspection,3,3118,41271006676
262741,2585389,Limited Partnerships,Enterprise:Enforcement and Monitoring of Legislation:Limited Partnerships,3,4,850410
262741,2222372,Major Events,Enterprise:Enforcement and Monitoring of Legislation:Major Events,3,50,37097858
262741,255500,Measurement,Enterprise:Enforcement and Monitoring of Legislation:Measurement,3,3727,2559193259
262741,82020460,MIQ 1 Test Structure,Enterprise:Enforcement and Monitoring of Legislation:MIQ 1 Test Structure,3,35,0
262741,82021001,MIQ 2 Test Structure,Enterprise:Enforcement and Monitoring of Legislation:MIQ 2 Test Structure,3,35,0
262741,82021662,MIQ 3 Test Structure,Enterprise:Enforcement and Monitoring of Legislation:MIQ 3 Test Structure,3,35,0
262741,2222375,Motor Vehicles,Enterprise:Enforcement and Monitoring of Legislation:Motor Vehicles,3,25,2700200
262741,18124891,Occupational Licensing,Enterprise:Enforcement and Monitoring of Legislation:Occupational Licensing,3,1444,1079856424
262741,602764,Official Assignee Compliance,Enterprise:Enforcement and Monitoring of Legislation:Official Assignee Compliance,3,14802,31887987795
262741,2222378,Overseas Issuers,Enterprise:Enforcement and Monitoring of Legislation:Overseas Issuers,3,2,0
262741,2222381,Participatory Securities,Enterprise:Enforcement and Monitoring of Legislation:Participatory Securities,3,10,620907
262741,2222384,Personal Property and Securities Register (PPSR),Enterprise:Enforcement and Monitoring of Legislation:Personal Property and Securities Register (PPSR),3,25,5602589
262741,602763,Petroleum and Minerals,Enterprise:Enforcement and Monitoring of Legislation:Petroleum and Minerals,3,95,32195479
262741,255498,Product Safety,Enterprise:Enforcement and Monitoring of Legislation:Product Safety,3,2416,1602009098
262741,2222387,Radio Spectrum,Enterprise:Enforcement and Monitoring of Legislation:Radio Spectrum,3,397,53388905
262741,16697123,Research Levies,Enterprise:Enforcement and Monitoring of Legislation:Research Levies,3,6,50688
262741,2222464,Retirement Villages,Enterprise:Enforcement and Monitoring of Legislation:Retirement Villages,3,222,213270762
262741,602765,Securities,Enterprise:Enforcement and Monitoring of Legislation:Securities,3,1,51446
262741,28345506,Social Housing,Enterprise:Enforcement and Monitoring of Legislation:Social Housing,3,9,3677040
262741,2222471,Statutory Management,Enterprise:Enforcement and Monitoring of Legislation:Statutory Management,3,93,15269321
262741,2222474,Superannuation,Enterprise:Enforcement and Monitoring of Legislation:Superannuation,3,3,603136
262741,255504,Tariff Concessions,Enterprise:Enforcement and Monitoring of Legislation:Tariff Concessions,3,119,20064171
262741,255506,Telecommunications,Enterprise:Enforcement and Monitoring of Legislation:Telecommunications,3,792,1455842081
262741,14510116,Tenancy,Enterprise:Enforcement and Monitoring of Legislation:Tenancy,3,5967,3491176878
262741,255502,Trade Remedies,Enterprise:Enforcement and Monitoring of Legislation:Trade Remedies,3,1530,1852616191
262741,602766,Unit Trusts,Enterprise:Enforcement and Monitoring of Legislation:Unit Trusts,3,8,165255
262741,14257610,Weathertight Services,Enterprise:Enforcement and Monitoring of Legislation:Weathertight Services,3,30,137048918
599221,23689151,Accreditation Council,Enterprise:Crown Entity and Board Performance:Accreditation Council,3,53,9806229
599221,7560496,AgResearch,Enterprise:Crown Entity and Board Performance:AgResearch,3,248,101567287
599221,17953951,Building Practitioners Board,Enterprise:Crown Entity and Board Performance:Building Practitioners Board,3,60,16486259
599221,60327702,Building Research Association of New Zealand (BRANZ),Enterprise:Crown Entity and Board Performance:Building Research Association of New Zealand (BRANZ),3,19,0
599221,17880750,Cab 51/01 Membership,Enterprise:Crown Entity and Board Performance:Cab 51/01 Membership,3,0,0
599221,3560518,Callaghan Innovation,Enterprise:Crown Entity and Board Performance:Callaghan Innovation,3,286,108318838
599221,17943851,Chartered Professional Engineers Council,Enterprise:Crown Entity and Board Performance:Chartered Professional Engineers Council,3,54,10081486
599221,602743,Commerce Commission,Enterprise:Crown Entity and Board Performance:Commerce Commission,3,680,194238098
599221,602744,Commission for Financial Capability,Enterprise:Crown Entity and Board Performance:Commission for Financial Capability,3,41,18690118
599221,7736249,Crown Research Institutes Portfolio,Enterprise:Crown Entity and Board Performance:Crown Research Institutes Portfolio,3,368,651468437
599221,8562008,Education New Zealand,Enterprise:Crown Entity and Board Performance:Education New Zealand,3,39,2676743
599221,17331821,Electrical Workers Registration Board,Enterprise:Crown Entity and Board Performance:Electrical Workers Registration Board,3,56,7295837
599221,602745,Electricity Authority,Enterprise:Crown Entity and Board Performance:Electricity Authority,3,138,36294502
599221,602746,Electricity Industry Rulings Panel,Enterprise:Crown Entity and Board Performance:Electricity Industry Rulings Panel,3,14,1204867
599221,6105447,Employment Relations Authority,Enterprise:Crown Entity and Board Performance:Employment Relations Authority,3,106,45156202
599221,602747,Energy Efficiency and Conservation Authority (EECA),Enterprise:Crown Entity and Board Performance:Energy Efficiency and Conservation Authority (EECA),3,90,19936338
599221,17334838,Engineering Associates Registration Board,Enterprise:Crown Entity and Board Performance:Engineering Associates Registration Board,3,46,6554513
599221,7738756,Environmental Science and Research (ESR),Enterprise:Crown Entity and Board Performance:Environmental Science and Research (ESR),3,215,71586171
599221,602748,External Reporting Board (XRB),Enterprise:Crown Entity and Board Performance:External Reporting Board (XRB),3,178,31911734
599221,602749,Financial Markets Authority (FMA),Enterprise:Crown Entity and Board Performance:Financial Markets Authority (FMA),3,260,43948276
599221,602750,Gas Industry Rulings Panel,Enterprise:Crown Entity and Board Performance:Gas Industry Rulings Panel,3,3,0
599221,7731239,GNS Science,Enterprise:Crown Entity and Board Performance:GNS Science,3,211,124478041
599221,60329094,Heavy Engineering Research Association (HERA),Enterprise:Crown Entity and Board Performance:Heavy Engineering Research Association (HERA),3,15,0
599221,694268,Joint Accreditation System of Australia and New Zealand (JAS-ANZ),Enterprise:Crown Entity and Board Performance:Joint Accreditation System of Australia and New Zealand (JAS-ANZ),3,60,4609495
599221,7733457,Landcare Research (LCR),Enterprise:Crown Entity and Board Performance:Landcare Research (LCR),3,253,120758206
599221,694148,Managing Advice on Entity Performance,Enterprise:Crown Entity and Board Performance:Managing Advice on Entity Performance,3,112,36301019
599221,75506121,Managing Appointments and Governance,Enterprise:Crown Entity and Board Performance:Managing Appointments and Governance,3,198,33345340
599221,7736452,National Institute of Water and Atmospheric Research (NIWA),Enterprise:Crown Entity and Board Performance:National Institute of Water and Atmospheric Research (NIWA),3,191,124611049
599221,3398313,New Zealand Cycle Trail (NZCT) Establishment Advisory Board,Enterprise:Crown Entity and Board Performance:New Zealand Cycle Trail (NZCT) Establishment Advisory Board,3,10,1096658
599221,8574955,New Zealand Cycle Trail (NZCT) Inc.,Enterprise:Crown Entity and Board Performance:New Zealand Cycle Trail (NZCT) Inc.,3,24,25195624
599221,602752,New Zealand Maori Arts and Crafts Institute (Te Puia),Enterprise:Crown Entity and Board Performance:New Zealand Maori Arts and Crafts Institute (Te Puia),3,63,11141138
599221,17329282,New Zealand Registered Architects Board,Enterprise:Crown Entity and Board Performance:New Zealand Registered Architects Board,3,42,4796343
599221,23692498,New Zealand Standards Approval Board,Enterprise:Crown Entity and Board Performance:New Zealand Standards Approval Board,3,58,17980467
599221,602753,New Zealand Tourism Board,Enterprise:Crown Entity and Board Performance:New Zealand Tourism Board,3,197,48952669
599221,602754,New Zealand Trade and Enterprise,Enterprise:Crown Entity and Board Performance:New Zealand Trade and Enterprise,3,576,368519701
599221,602755,New Zealand Venture Investment Fund,Enterprise:Crown Entity and Board Performance:New Zealand Venture Investment Fund,3,119,26320523
599221,17956431,Occupational Licensing Boards (Common Material),Enterprise:Crown Entity and Board Performance:Occupational Licensing Boards (Common Material),3,27,6223250
599221,7735848,Plant and Food Research,Enterprise:Crown Entity and Board Performance:Plant and Food Research,3,159,92941582
599221,17329808,"Plumbers, Gasfitters and Drainlayers Board","Enterprise:Crown Entity and Board Performance:Plumbers, Gasfitters and Drainlayers Board",3,52,10642477
599221,6105136,Remuneration Authority,Enterprise:Crown Entity and Board Performance:Remuneration Authority,3,46,22280312
599221,7827150,Research and Education Advanced Network New Zealand Ltd (REANNZ),Enterprise:Crown Entity and Board Performance:Research and Education Advanced Network New Zealand Ltd (REANNZ),3,61,26605328
599221,7737562,Scion,Enterprise:Crown Entity and Board Performance:Scion,3,231,99766928
599221,49643703,Standards Approval Board,Enterprise:Crown Entity and Board Performance:Standards Approval Board,3,29,915533
599221,602757,Takeovers Panel,Enterprise:Crown Entity and Board Performance:Takeovers Panel,3,175,26259189
599221,8562788,Tertiary Education Commission,Enterprise:Crown Entity and Board Performance:Tertiary Education Commission,3,43,3750163
599221,20433535,WorkSafe New Zealand,Enterprise:Crown Entity and Board Performance:WorkSafe New Zealand,3,138,40176515
599221,4269714,zFairWay Resolution Ltd (Closed),Enterprise:Crown Entity and Board Performance:zFairWay Resolution Ltd (Closed),3,66,16202253
599221,602756,zStandards Council (Closed),Enterprise:Crown Entity and Board Performance:zStandards Council (Closed),3,1847,445912404
599221,5739062,zState Housing Appeals Authority (Closed),Enterprise:Crown Entity and Board Performance:zState Housing Appeals Authority (Closed),3,10,2154004
599221,602758,zTesting Laboratory Registration Council (Closed),Enterprise:Crown Entity and Board Performance:zTesting Laboratory Registration Council (Closed),3,101,57785569
262739,255480,Whirinaki,Enterprise:Crown Asset Management:Whirinaki,3,34,10396133
